timestamp,open,high,low,close,volume
2024-01-04 13:00:00,92.32,93.04,91.88,91.88,10692
2024-01-04 14:00:00,92.25,92.65,91.89,92.15,39650
2024-01-04 15:00:00,93.67,93.95,93.61,93.92,42778
2024-01-04 16:00:00,94.58,95.08,94.08,94.99,37123
2024-01-04 17:00:00,95.79,95.87,95.28,95.38,22535
2024-01-04 18:00:00,95.95,96.03,95.94,95.99,46379
2024-01-04 19:00:00,93.3,93.9,92.7,92.96,24682
2024-01-04 20:00:00,93.74,93.93,93.14,93.42,49046
2024-01-04 21:00:00,91.19,91.38,90.25,91.06,23177
2024-01-04 22:00:00,91.97,92.49,91.5,91.68,17637
2024-01-04 23:00:00,95.83,95.93,95.51,95.71,35990
2024-01-05 00:00:00,94.22,94.45,94.08,94.3,46115
2024-01-05 01:00:00,95.63,95.77,95.6,95.69,36889
2024-01-05 02:00:00,95.76,96.02,94.93,95.18,25058
2024-01-05 03:00:00,93.61,93.67,93.6,93.67,20895
2024-01-05 04:00:00,90.75,91.95,90.64,91.92,22630
2024-01-05 05:00:00,90.39,90.65,90.14,90.25,30386
2024-01-05 06:00:00,90.32,90.34,89.84,90.06,31811
2024-01-05 07:00:00,89.81,90.4,89.69,90.2,19164
2024-01-05 08:00:00,90.26,90.59,90.12,90.29,21024
2024-01-05 09:00:00,88.32,89.01,87.59,87.75,45236
2024-01-05 10:00:00,89.71,90.43,89.51,90.35,13976
2024-01-05 11:00:00,90.35,90.41,90.3,90.41,47522
2024-01-05 12:00:00,90.9,91.76,89.69,91.07,23208
2024-01-05 13:00:00,89.56,90.19,89.23,89.75,44258
2024-01-05 14:00:00,91.23,91.33,90.9,91.11,12205
2024-01-05 15:00:00,91.82,92.57,91.66,91.95,26861
2024-01-05 16:00:00,93.44,93.84,91.93,92.9,33545
2024-01-05 17:00:00,92.47,92.92,92.22,92.25,25972
2024-01-05 18:00:00,91.8,92.01,90.75,91.18,13873
2024-01-05 19:00:00,90.47,90.54,89.72,90.04,27320
2024-01-05 20:00:00,92.42,92.59,91.96,92.46,31709
2024-01-05 21:00:00,89.84,90.6,89.77,89.82,10608
2024-01-05 22:00:00,88.79,89.42,88.67,88.75,10252
2024-01-05 23:00:00,90.11,90.87,89.68,90.68,49146
2024-01-06 00:00:00,89.19,89.21,89.17,89.2,15361
2024-01-06 01:00:00,90.93,90.96,90.41,90.45,10522
2024-01-06 02:00:00,91.6,91.73,91.48,91.53,38513
2024-01-06 03:00:00,90.01,90.1,90.0,90.03,36836
2024-01-06 04:00:00,88.82,89.07,88.7,88.74,26642
2024-01-06 05:00:00,91.16,91.16,90.49,90.81,45781
2024-01-06 06:00:00,92.24,92.43,90.85,91.07,37701
2024-01-06 07:00:00,92.79,93.29,92.64,92.7,16088
2024-01-06 08:00:00,90.56,90.74,90.08,90.47,36862
2024-01-06 09:00:00,88.12,88.68,87.6,88.46,15485
2024-01-06 10:00:00,88.21,89.02,88.19,88.85,44681
2024-01-06 11:00:00,91.37,91.47,91.09,91.24,41308
2024-01-06 12:00:00,91.87,92.73,91.82,92.52,41528
2024-01-06 13:00:00,93.52,93.93,92.58,93.73,11907
2024-01-06 14:00:00,92.65,92.85,91.89,92.17,42988
2024-01-06 15:00:00,90.88,91.1,90.58,90.98,24122
2024-01-06 16:00:00,91.08,91.31,90.79,90.93,25189
2024-01-06 17:00:00,93.88,94.6,93.36,93.49,40149
2024-01-06 18:00:00,95.07,95.17,94.59,94.69,44274
2024-01-06 19:00:00,94.66,95.74,94.63,94.78,24268
2024-01-06 20:00:00,93.09,93.39,92.9,93.26,25437
2024-01-06 21:00:00,92.56,93.74,92.38,92.59,14515
2024-01-06 22:00:00,91.94,92.32,91.32,91.96,27178
2024-01-06 23:00:00,91.57,91.68,90.26,91.17,49009
2024-01-07 00:00:00,90.46,91.55,90.32,90.94,28062
2024-01-07 01:00:00,92.2,92.55,91.94,92.35,30820
2024-01-07 02:00:00,91.57,91.81,91.32,91.36,36646
2024-01-07 03:00:00,94.94,95.65,94.43,94.83,47227
2024-01-07 04:00:00,93.07,93.11,92.84,92.9,18380
2024-01-07 05:00:00,92.74,93.01,92.34,92.41,36783
2024-01-07 06:00:00,91.5,92.14,91.13,91.4,28999
2024-01-07 07:00:00,89.57,89.85,89.32,89.67,29176
2024-01-07 08:00:00,87.85,88.9,87.79,88.07,46909
2024-01-07 09:00:00,91.1,91.12,90.79,90.82,22152
2024-01-07 10:00:00,91.65,92.04,91.65,91.93,17968
2024-01-07 11:00:00,93.0,93.22,92.43,92.51,20347
2024-01-07 12:00:00,94.64,95.06,94.46,94.54,18210
2024-01-07 13:00:00,94.99,95.32,94.54,95.1,33214
2024-01-07 14:00:00,95.64,96.0,95.51,95.78,40733
2024-01-07 15:00:00,99.69,99.78,99.43,99.76,21348
2024-01-07 16:00:00,98.93,99.8,98.79,99.46,36214
2024-01-07 17:00:00,100.61,101.51,100.47,101.18,33811
2024-01-07 18:00:00,98.33,98.43,97.63,98.23,16728
2024-01-07 19:00:00,96.93,97.47,96.28,96.5,30620
2024-01-07 20:00:00,94.29,94.6,94.06,94.48,44837
2024-01-07 21:00:00,99.06,99.35,98.31,98.93,27633
2024-01-07 22:00:00,98.89,98.9,98.86,98.89,28101
2024-01-07 23:00:00,99.71,100.04,99.48,100.0,46297
2024-01-08 00:00:00,94.39,95.02,93.45,93.8,32924
2024-01-08 01:00:00,92.61,92.68,92.25,92.41,31897
2024-01-08 02:00:00,96.03,96.2,95.25,96.19,35242
2024-01-08 03:00:00,93.43,93.52,92.82,93.29,42978
2024-01-08 04:00:00,92.24,92.34,92.11,92.25,20246
2024-01-08 05:00:00,91.75,91.9,90.98,91.78,42790
2024-01-08 06:00:00,91.75,91.76,90.63,91.7,46002
2024-01-08 07:00:00,88.87,88.99,88.82,88.95,45897
2024-01-08 08:00:00,89.23,89.59,88.91,88.98,49769
2024-01-08 09:00:00,91.05,91.79,90.92,91.09,29920
2024-01-08 10:00:00,93.11,93.49,92.73,93.13,17402
2024-01-08 11:00:00,94.65,95.4,94.18,94.57,26786
2024-01-08 12:00:00,93.18,93.61,93.1,93.3,44033
2024-01-08 13:00:00,94.88,95.11,94.82,95.0,30387
2024-01-08 14:00:00,92.51,94.4,92.21,93.68,17987
2024-01-08 15:00:00,94.51,94.63,93.12,93.14,46915
2024-01-08 16:00:00,94.21,94.85,94.09,94.69,20053
2024-01-08 17:00:00,93.4,93.54,93.14,93.34,34863
2024-01-08 18:00:00,91.24,91.3,90.53,91.16,32208
2024-01-08 19:00:00,88.78,88.85,88.2,88.51,33807
2024-01-08 20:00:00,90.45,90.47,89.86,90.27,14760
2024-01-08 21:00:00,88.03,88.24,87.6,87.72,48270
2024-01-08 22:00:00,87.42,88.58,87.39,87.78,43978
2024-01-08 23:00:00,90.72,90.78,90.26,90.72,46514
2024-01-09 00:00:00,90.36,90.66,89.98,90.61,34174
2024-01-09 01:00:00,90.63,91.03,90.42,90.63,17645
2024-01-09 02:00:00,87.68,88.35,87.28,87.94,17523
2024-01-09 03:00:00,89.43,89.43,88.88,89.09,25893
2024-01-09 04:00:00,88.99,89.06,88.84,88.88,37977
2024-01-09 05:00:00,87.49,87.86,86.77,86.89,11396
2024-01-09 06:00:00,90.51,90.59,90.0,90.37,44199
2024-01-09 07:00:00,92.57,92.83,92.17,92.3,49998
2024-01-09 08:00:00,92.79,92.99,91.77,91.96,39784
2024-01-09 09:00:00,94.1,94.27,92.87,93.85,11630
2024-01-09 10:00:00,95.54,96.16,95.42,95.84,49419
2024-01-09 11:00:00,95.73,96.37,95.67,95.76,13200
2024-01-09 12:00:00,95.51,96.14,95.42,95.84,20082
2024-01-09 13:00:00,98.14,98.65,97.36,98.31,19404
2024-01-09 14:00:00,98.24,98.32,97.82,98.25,41189
2024-01-09 15:00:00,98.76,98.87,98.44,98.85,25852
2024-01-09 16:00:00,99.37,99.42,98.78,99.14,19766
2024-01-09 17:00:00,98.02,98.49,97.95,97.98,46624
2024-01-09 18:00:00,99.9,99.92,99.08,99.67,13782
2024-01-09 19:00:00,103.16,103.19,102.85,102.88,31753
2024-01-09 20:00:00,105.74,106.19,105.21,105.49,42452
2024-01-09 21:00:00,103.75,103.97,103.4,103.53,23000
2024-01-09 22:00:00,102.8,103.14,102.51,102.72,47233
2024-01-09 23:00:00,104.56,105.91,104.53,105.35,36629
2024-01-10 00:00:00,105.48,105.5,105.19,105.47,14615
2024-01-10 01:00:00,106.36,106.8,105.77,106.54,47971
2024-01-10 02:00:00,101.05,101.42,100.81,101.25,24377
2024-01-10 03:00:00,102.84,103.82,101.77,102.98,49576
2024-01-10 04:00:00,107.79,107.85,107.48,107.51,12678
2024-01-10 05:00:00,109.83,110.24,109.41,110.05,22789
2024-01-10 06:00:00,108.77,108.82,108.24,108.29,25983
2024-01-10 07:00:00,105.21,105.81,105.1,105.74,14251
2024-01-10 08:00:00,102.32,103.41,102.03,102.07,20789
2024-01-10 09:00:00,100.45,100.53,100.12,100.31,27260
2024-01-10 10:00:00,102.35,102.89,101.86,102.53,16133
2024-01-10 11:00:00,104.1,104.64,103.94,104.13,39460
2024-01-10 12:00:00,108.23,108.74,107.94,107.96,13718
2024-01-10 13:00:00,110.19,110.25,108.65,110.02,11878
2024-01-10 14:00:00,108.11,108.92,107.87,107.9,45414
2024-01-10 15:00:00,105.34,105.46,105.3,105.32,12382
2024-01-10 16:00:00,105.55,105.77,105.5,105.57,49912
2024-01-10 17:00:00,105.95,106.79,105.86,106.43,41313
2024-01-10 18:00:00,106.86,107.12,106.46,106.65,43536
2024-01-10 19:00:00,109.75,109.88,109.43,109.47,46008
2024-01-10 20:00:00,107.96,109.03,107.82,108.57,38706
2024-01-10 21:00:00,107.2,107.2,106.66,106.77,26444
2024-01-10 22:00:00,106.6,107.04,106.57,106.87,36596
2024-01-10 23:00:00,108.9,109.18,108.57,109.01,23338
2024-01-11 00:00:00,108.59,109.68,108.54,108.77,45496
2024-01-11 01:00:00,108.72,109.47,108.23,109.13,33561
2024-01-11 02:00:00,108.52,109.16,108.08,108.88,30509
2024-01-11 03:00:00,108.16,108.93,107.88,108.36,13796
2024-01-11 04:00:00,106.41,106.44,105.21,105.45,44799
2024-01-11 05:00:00,103.66,104.19,103.64,104.03,48717
2024-01-11 06:00:00,103.38,103.52,102.11,102.37,15604
2024-01-11 07:00:00,102.82,103.79,102.65,102.85,13136
2024-01-11 08:00:00,106.99,107.66,106.46,106.54,42971
2024-01-11 09:00:00,112.38,113.5,112.34,112.6,21220
2024-01-11 10:00:00,113.15,113.17,112.92,113.16,42960
2024-01-11 11:00:00,111.86,112.12,111.6,112.09,42268
2024-01-11 12:00:00,109.29,110.91,109.15,109.17,41140
2024-01-11 13:00:00,114.37,115.72,114.28,114.4,49742
2024-01-11 14:00:00,114.41,114.49,113.15,113.74,36562
2024-01-11 15:00:00,118.02,118.47,117.9,117.96,43151
2024-01-11 16:00:00,118.62,118.76,118.54,118.56,24688
2024-01-11 17:00:00,117.04,117.62,116.8,117.5,40504
2024-01-11 18:00:00,119.88,120.19,119.42,119.83,21798
2024-01-11 19:00:00,123.44,123.87,123.02,123.12,32707
2024-01-11 20:00:00,123.41,123.44,123.01,123.27,21977
2024-01-11 21:00:00,123.8,124.25,123.53,123.95,47507
2024-01-11 22:00:00,123.22,123.23,122.59,122.64,45289
2024-01-11 23:00:00,125.58,125.89,125.34,125.86,23999
2024-01-12 00:00:00,126.66,127.7,126.18,127.51,35529
2024-01-12 01:00:00,126.95,127.29,126.74,126.76,24482
2024-01-12 02:00:00,127.8,127.93,127.63,127.66,13969
2024-01-12 03:00:00,127.48,128.28,127.48,127.79,36590
2024-01-12 04:00:00,124.57,125.18,124.3,124.7,24133
2024-01-12 05:00:00,126.29,126.3,125.84,126.04,44999
2024-01-12 06:00:00,125.07,125.12,124.42,124.51,29541
2024-01-12 07:00:00,125.79,126.07,125.11,125.51,27699
2024-01-12 08:00:00,121.43,122.23,121.15,121.59,43883
2024-01-12 09:00:00,117.37,117.86,117.06,117.72,19260
2024-01-12 10:00:00,118.69,118.7,118.16,118.43,10299
2024-01-12 11:00:00,122.19,122.76,122.12,122.67,25750
2024-01-12 12:00:00,120.33,120.69,119.87,120.44,13159
2024-01-12 13:00:00,122.06,122.42,121.67,121.77,40626
2024-01-12 14:00:00,118.35,118.6,118.01,118.02,15209
2024-01-12 15:00:00,114.45,114.93,114.4,114.53,36561
2024-01-12 16:00:00,112.83,113.27,112.42,112.9,25938
2024-01-12 17:00:00,112.68,113.17,112.3,112.53,10763
2024-01-12 18:00:00,111.52,111.63,111.25,111.36,40248
2024-01-12 19:00:00,112.97,113.25,112.38,112.47,45501
2024-01-12 20:00:00,107.73,108.32,107.56,108.2,20338
2024-01-12 21:00:00,107.36,108.19,107.05,108.14,25447
2024-01-12 22:00:00,109.5,110.04,108.96,109.08,38888
2024-01-12 23:00:00,107.87,108.51,107.77,108.3,15347
2024-01-13 00:00:00,104.98,105.66,104.53,104.99,29347
2024-01-13 01:00:00,103.05,103.28,102.31,102.41,22090
2024-01-13 02:00:00,101.57,101.58,101.05,101.27,22861
2024-01-13 03:00:00,98.61,98.67,98.13,98.3,21053
2024-01-13 04:00:00,98.3,98.84,97.48,97.95,20009
2024-01-13 05:00:00,97.12,97.51,96.31,97.22,42047
2024-01-13 06:00:00,97.33,98.57,97.08,97.86,31863
2024-01-13 07:00:00,97.57,97.86,97.23,97.61,20066
2024-01-13 08:00:00,96.84,96.91,96.19,96.73,21163
2024-01-13 09:00:00,98.48,98.66,98.16,98.17,19243
2024-01-13 10:00:00,98.07,98.83,96.92,98.61,28527
2024-01-13 11:00:00,101.69,102.4,101.65,102.21,20961
2024-01-13 12:00:00,101.13,101.75,100.98,101.72,32618
2024-01-13 13:00:00,102.12,102.52,101.85,102.41,30583
2024-01-13 14:00:00,99.92,99.98,99.29,99.42,48391
2024-01-13 15:00:00,98.91,99.08,98.87,98.91,13272
2024-01-13 16:00:00,97.92,98.05,97.57,97.69,43790
2024-01-13 17:00:00,96.92,97.22,96.71,96.95,39926
2024-01-13 18:00:00,99.04,99.38,98.99,99.08,13827
2024-01-13 19:00:00,98.88,99.64,98.58,98.77,30357
2024-01-13 20:00:00,100.98,101.09,100.37,100.99,43177
2024-01-13 21:00:00,102.58,103.12,101.95,102.44,36352
2024-01-13 22:00:00,98.88,99.63,98.44,98.57,11547
2024-01-13 23:00:00,98.77,99.42,97.87,99.26,13683
2024-01-14 00:00:00,95.33,96.78,95.26,95.53,30831
2024-01-14 01:00:00,94.68,95.11,94.65,94.84,35042
2024-01-14 02:00:00,101.56,102.13,100.72,100.96,12589
2024-01-14 03:00:00,101.21,101.23,101.06,101.06,35232
2024-01-14 04:00:00,99.23,99.28,99.22,99.24,42052
2024-01-14 05:00:00,99.15,99.81,98.82,98.82,35262
2024-01-14 06:00:00,96.7,97.05,96.12,96.22,20710
2024-01-14 07:00:00,94.72,95.48,94.72,94.74,16964
2024-01-14 08:00:00,92.89,93.35,92.57,92.96,26635
2024-01-14 09:00:00,94.95,95.15,94.74,95.0,26116
2024-01-14 10:00:00,96.75,96.92,96.62,96.69,49166
2024-01-14 11:00:00,99.17,99.2,98.72,99.04,19471
2024-01-14 12:00:00,98.01,98.11,97.7,97.71,19959
2024-01-14 13:00:00,97.42,97.52,97.29,97.39,41698
2024-01-14 14:00:00,98.51,99.53,98.16,98.25,11001
2024-01-14 15:00:00,100.84,101.08,100.62,101.07,13642
2024-01-14 16:00:00,100.93,101.72,100.88,101.16,43036
2024-01-14 17:00:00,103.48,103.56,103.01,103.56,12005
2024-01-14 18:00:00,101.9,101.96,101.85,101.89,47528
2024-01-14 19:00:00,103.14,103.26,102.12,102.63,36332
2024-01-14 20:00:00,102.78,102.94,102.74,102.74,47388
2024-01-14 21:00:00,102.22,102.27,102.15,102.15,31863
2024-01-14 22:00:00,101.91,103.05,101.85,102.56,29119
2024-01-14 23:00:00,100.88,101.91,100.72,101.58,37187
2024-01-15 00:00:00,104.16,104.72,102.43,103.98,49902
2024-01-15 01:00:00,101.2,102.55,101.01,101.46,30490
2024-01-15 02:00:00,98.96,98.97,97.7,98.08,16755
2024-01-15 03:00:00,99.98,100.84,99.11,99.98,12672
2024-01-15 04:00:00,102.32,102.49,101.61,102.34,23652
2024-01-15 05:00:00,102.02,102.3,101.68,102.29,19136
2024-01-15 06:00:00,101.96,102.42,101.74,102.23,20904
2024-01-15 07:00:00,99.33,99.42,98.34,99.02,24805
2024-01-15 08:00:00,99.93,100.15,98.95,100.02,49939
2024-01-15 09:00:00,106.03,106.06,105.55,105.59,24243
2024-01-15 10:00:00,103.94,104.6,103.87,104.28,21915
2024-01-15 11:00:00,105.37,105.64,105.24,105.37,44213
2024-01-15 12:00:00,105.74,106.42,105.66,106.34,36090
2024-01-15 13:00:00,108.64,109.09,108.48,108.95,29957
2024-01-15 14:00:00,107.22,107.62,106.91,106.97,39077
2024-01-15 15:00:00,104.95,105.52,104.88,105.0,35822
2024-01-15 16:00:00,103.93,104.35,103.0,103.65,39456
2024-01-15 17:00:00,104.82,105.28,103.5,105.27,46009
2024-01-15 18:00:00,108.11,108.49,107.8,107.85,46037
2024-01-15 19:00:00,103.57,103.99,103.46,103.51,47421
2024-01-15 20:00:00,105.87,106.57,105.84,105.98,13573
2024-01-15 21:00:00,105.48,106.06,105.38,105.7,44513
2024-01-15 22:00:00,108.75,108.8,108.75,108.76,32268
2024-01-15 23:00:00,110.21,112.06,109.87,110.88,48659
2024-01-16 00:00:00,114.94,115.17,114.88,115.02,27364
2024-01-16 01:00:00,116.23,116.36,115.03,115.63,43700
2024-01-16 02:00:00,115.4,116.7,115.1,116.62,13820
2024-01-16 03:00:00,114.77,114.91,113.83,114.35,19878
2024-01-16 04:00:00,119.08,119.74,119.01,119.57,30416
2024-01-16 05:00:00,118.84,119.21,118.01,118.45,38477
2024-01-16 06:00:00,119.57,119.9,118.9,119.3,24037
2024-01-16 07:00:00,116.26,117.4,115.34,115.95,34718
2024-01-16 08:00:00,116.59,116.67,116.27,116.43,16222
2024-01-16 09:00:00,116.79,117.25,116.42,117.07,23572
2024-01-16 10:00:00,116.69,116.95,116.06,116.55,31632
2024-01-16 11:00:00,118.13,118.61,117.56,117.57,13964
2024-01-16 12:00:00,115.31,115.5,115.02,115.03,49605
2024-01-16 13:00:00,113.49,114.15,113.13,113.47,37704
2024-01-16 14:00:00,114.18,114.25,113.93,114.15,24281
2024-01-16 15:00:00,117.82,118.34,117.4,117.65,47473
2024-01-16 16:00:00,117.84,118.29,117.37,117.83,23382
2024-01-16 17:00:00,120.64,121.01,120.43,120.86,33056
2024-01-16 18:00:00,119.79,120.46,119.25,119.63,31850
2024-01-16 19:00:00,118.72,118.87,117.7,118.18,30039
2024-01-16 20:00:00,119.2,119.41,119.06,119.4,17180
2024-01-16 21:00:00,116.3,117.36,116.22,117.06,13797
2024-01-16 22:00:00,117.5,118.01,116.81,118.0,20863
2024-01-16 23:00:00,121.97,122.21,121.68,122.11,35560
2024-01-17 00:00:00,121.56,122.08,121.46,121.52,42092
2024-01-17 01:00:00,119.65,119.93,119.17,119.54,35480
2024-01-17 02:00:00,116.4,116.65,116.24,116.49,14271
2024-01-17 03:00:00,119.45,119.46,118.64,119.32,23803
2024-01-17 04:00:00,121.26,121.79,120.69,121.45,25030
2024-01-17 05:00:00,125.95,126.37,125.27,126.14,49977
2024-01-17 06:00:00,127.76,128.57,127.66,128.5,38812
2024-01-17 07:00:00,127.37,127.46,125.86,127.18,34089
2024-01-17 08:00:00,122.25,122.91,121.64,122.33,29837
2024-01-17 09:00:00,123.96,124.27,123.31,124.17,19169
2024-01-17 10:00:00,125.29,125.55,125.17,125.51,25674
2024-01-17 11:00:00,126.89,128.05,126.71,126.98,31142
2024-01-17 12:00:00,125.4,125.66,125.28,125.55,20559
2024-01-17 13:00:00,130.43,130.72,129.99,130.61,39941
2024-01-17 14:00:00,125.52,127.22,125.4,125.79,38881
2024-01-17 15:00:00,126.98,127.36,126.31,126.88,34570
2024-01-17 16:00:00,124.95,125.03,124.54,124.89,17711
2024-01-17 17:00:00,125.97,126.08,125.18,126.01,48937
2024-01-17 18:00:00,131.12,131.23,130.69,130.78,18829
2024-01-17 19:00:00,133.8,135.08,133.69,135.0,17344
2024-01-17 20:00:00,136.84,138.14,136.64,136.78,11241
2024-01-17 21:00:00,136.88,136.93,136.27,136.48,30209
2024-01-17 22:00:00,137.95,138.26,137.25,138.16,39229
2024-01-17 23:00:00,140.68,140.86,139.65,140.85,45642
2024-01-18 00:00:00,136.43,137.03,136.34,136.42,40716
2024-01-18 01:00:00,132.2,132.36,131.74,132.07,21429
2024-01-18 02:00:00,130.09,131.24,129.88,130.0,16489
2024-01-18 03:00:00,124.46,124.54,124.11,124.22,28707
2024-01-18 04:00:00,122.09,122.24,121.34,122.15,27049
2024-01-18 05:00:00,120.21,120.58,120.01,120.49,46210
2024-01-18 06:00:00,120.66,121.73,120.06,120.25,14718
2024-01-18 07:00:00,122.55,122.86,121.97,122.38,36280
2024-01-18 08:00:00,124.11,124.14,123.74,123.87,24015
2024-01-18 09:00:00,122.44,122.56,122.33,122.42,15921
2024-01-18 10:00:00,127.08,127.09,126.59,126.96,32513
2024-01-18 11:00:00,124.86,125.05,124.35,124.76,47563
2024-01-18 12:00:00,129.47,130.34,128.65,129.37,29325
2024-01-18 13:00:00,131.84,132.25,131.38,132.09,28250
2024-01-18 14:00:00,135.0,135.79,134.64,135.42,19282
2024-01-18 15:00:00,135.84,136.72,135.48,136.15,13004
2024-01-18 16:00:00,135.76,135.96,134.76,134.8,32168
2024-01-18 17:00:00,135.87,136.42,135.66,136.09,46878
2024-01-18 18:00:00,133.24,134.34,132.44,134.22,47152
2024-01-18 19:00:00,129.81,130.54,129.41,130.11,38541
2024-01-18 20:00:00,129.55,130.02,128.97,129.66,18943
2024-01-18 21:00:00,130.53,130.57,130.05,130.42,36196
2024-01-18 22:00:00,130.61,130.8,130.36,130.48,23493
2024-01-18 23:00:00,131.32,131.49,131.21,131.23,23796
2024-01-19 00:00:00,132.15,133.07,131.67,132.69,46693
2024-01-19 01:00:00,128.77,129.81,128.59,128.86,19442
2024-01-19 02:00:00,129.65,130.37,129.24,129.36,16042
2024-01-19 03:00:00,133.08,133.49,132.28,133.07,44001
