total_trades,winning_trades,losing_trades,win_rate,total_pnl,avg_win,avg_loss,largest_win,largest_loss,profit_factor,max_drawdown,final_balance,return_pct,sharpe_ratio,params
410,208,202,0.5073170731707317,40969.999999999745,2612.163461538461,-2486.9306930693074,9939.999999999998,-10750.0,1.081555060116251,62320.00000000019,90969.99999999964,81.93999999999927,0.4351160397248431,"{'vwap_period': 25, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
218,107,111,0.4908256880733945,41530.00000000008,2846.2616822429904,-2369.549549549549,9849.999999999995,-10199.999999999989,1.157896737890655,32879.999999999985,91530.0000000001,83.0600000000002,0.42165306090147986,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 25}"
227,114,113,0.5022026431718062,35859.99999999981,2832.017543859648,-2539.7345132743367,9849.999999999995,-10360.000000000015,1.1249520889229583,49130.00000000012,85859.99999999983,71.71999999999966,0.41516766499278307,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 20}"
227,114,113,0.5022026431718062,32069.999999999818,2798.771929824561,-2539.7345132743367,9849.999999999995,-10360.000000000015,1.1117460538694723,52920.00000000009,82069.99999999985,64.1399999999997,0.3900543651420005,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 15}"
423,211,212,0.4988179669030733,30999.999999999796,2613.270142180095,-2454.716981132076,9849.999999999995,-10360.000000000015,1.0595695618754801,104020.00000000026,80999.99999999952,61.99999999999905,0.37866586893705684,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 20}"
423,211,212,0.4988179669030733,27209.999999999796,2595.308056872038,-2454.716981132076,9849.999999999995,-10360.000000000015,1.0522867025365101,107810.00000000026,77209.99999999952,54.419999999999035,0.35257859102368694,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 15}"
227,111,116,0.4889867841409692,26479.999999999844,2892.4324324324325,-2539.48275862069,9849.999999999995,-10360.000000000015,1.0898906918324391,58510.00000000012,76479.99999999983,52.95999999999965,0.34938719288946746,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 25}"
105,53,52,0.5047619047619047,20509.99999999995,2780.1886792452824,-2439.2307692307695,9849.999999999995,-8659.999999999996,1.1616997792494477,32420.000000000116,70509.99999999997,41.01999999999994,0.34567149933905056,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 20}"
105,53,52,0.5047619047619047,20509.99999999995,2780.1886792452824,-2439.2307692307695,9849.999999999995,-8659.999999999996,1.1616997792494477,32420.000000000116,70509.99999999997,41.01999999999994,0.34567149933905056,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 15}"
422,208,214,0.4928909952606635,26099.999999999854,2636.5384615384614,-2440.6542056074773,9849.999999999995,-10360.000000000015,1.0499712808730612,108920.00000000023,76099.99999999955,52.1999999999991,0.34397196012485776,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
220,110,110,0.5,27679.999999999993,2714.454545454545,-2462.818181818182,9849.999999999995,-11770.000000000011,1.1021741537780072,34100.00000000006,77680.00000000004,55.360000000000085,0.3413522213846779,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 15}"
220,110,110,0.5,27679.999999999993,2714.454545454545,-2462.818181818182,9849.999999999995,-11770.000000000011,1.1021741537780072,34100.00000000006,77680.00000000004,55.360000000000085,0.3413522213846779,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 20}"
220,109,111,0.4954545454545455,26510.000000000004,2730.7339449541278,-2442.7027027027025,9849.999999999995,-11770.000000000011,1.0977723685181084,34100.00000000006,76510.00000000007,53.020000000000145,0.3342533485035504,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 20}"
220,109,111,0.4954545454545455,26510.000000000004,2730.7339449541278,-2442.7027027027025,9849.999999999995,-11770.000000000011,1.0977723685181084,34100.00000000006,76510.00000000007,53.020000000000145,0.3342533485035504,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 15}"
218,106,112,0.48623853211009177,20020.000000000036,2786.3207547169814,-2458.303571428571,9849.999999999995,-11770.000000000011,1.0727127447063527,41760.00000000002,70020.00000000007,40.04000000000015,0.2926780163121064,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 25}"
218,105,113,0.481651376146789,18850.00000000005,2803.904761904762,-2438.5840707964603,9849.999999999995,-11770.000000000011,1.0684061547394397,41760.00000000002,68850.0000000001,37.70000000000021,0.28491121598954877,"{'vwap_period': 25, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 25}"
420,210,210,0.5,18309.999999999796,2600.6190476190477,-2513.428571428572,9849.999999999995,-10360.000000000015,1.0346898563904359,99780.00000000023,68309.9999999996,36.619999999999216,0.28356600922527087,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 20}"
104,51,53,0.49038461538461536,14929.999999999964,2858.823529411764,-2469.245283018868,9849.999999999995,-8659.999999999996,1.1140826774661876,38000.00000000008,64930.00000000001,29.860000000000014,0.28039337423936406,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 25}"
105,52,53,0.49523809523809526,14689.99999999997,2750.5769230769224,-2421.509433962264,9849.999999999995,-8659.999999999996,1.1144615864110954,38950.00000000011,64689.99999999999,29.379999999999985,0.27916803037966437,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 15}"
105,52,53,0.49523809523809526,14689.99999999997,2750.5769230769224,-2421.509433962264,9849.999999999995,-8659.999999999996,1.1144615864110954,38950.00000000011,64689.99999999999,29.379999999999985,0.27916803037966437,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 20}"
105,52,53,0.49523809523809526,14689.99999999997,2750.5769230769224,-2421.509433962264,9849.999999999995,-8659.999999999996,1.1144615864110954,38950.00000000011,64689.99999999999,29.379999999999985,0.27916803037966437,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 20}"
105,52,53,0.49523809523809526,14689.99999999997,2750.5769230769224,-2421.509433962264,9849.999999999995,-8659.999999999996,1.1144615864110954,38950.00000000011,64689.99999999999,29.379999999999985,0.27916803037966437,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 15}"
421,210,211,0.498812351543943,16119.99999999981,2596.5238095238096,-2507.8199052132713,9849.999999999995,-10360.000000000015,1.030463951620523,102850.0000000002,66119.99999999964,32.23999999999928,0.26690079671909495,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 20}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 25}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 15}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 20}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 20}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 25}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 15}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 20}"
102,50,52,0.49019607843137253,12830.000000000124,2867.800000000001,-2510.7692307692296,9849.999999999995,-8659.999999999996,1.0982689950980402,28930.00000000008,62830.00000000011,25.660000000000217,0.25984713840621204,"{'vwap_period': 20, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 15}"
228,113,115,0.4956140350877193,14829.999999999774,2775.6637168141583,-2598.434782608697,9849.999999999995,-11770.000000000011,1.0496285389197502,60890.00000000012,64829.99999999977,29.65999999999954,0.2581279842818832,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 20}"
420,210,210,0.5,14519.99999999981,2582.5714285714284,-2513.428571428572,9849.999999999995,-10360.000000000015,1.0275093781971125,103570.00000000023,64519.99999999961,29.039999999999218,0.25401544872173715,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 15}"
228,112,116,0.49122807017543857,13659.999999999789,2792.05357142857,-2578.017241379311,9849.999999999995,-11770.000000000011,1.045677980270857,62060.00000000009,63659.999999999796,27.319999999999595,0.24826198640335886,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 20}"
239,120,119,0.502092050209205,13719.999999999836,2677.3333333333326,-2584.5378151260506,9849.999999999995,-10199.999999999989,1.0446091819482373,53120.00000000016,63719.999999999854,27.43999999999971,0.24822445993176467,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 15}"
419,207,212,0.49403341288782815,13409.99999999984,2623.816425120773,-2498.6792452830196,9849.999999999995,-10360.000000000015,1.0253152608925469,104680.0000000002,63409.999999999636,26.819999999999272,0.24503722345577483,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 25}"
421,210,211,0.498812351543943,12329.999999999825,2578.4761904761904,-2507.8199052132713,9849.999999999995,-10360.000000000015,1.0233015213077572,106640.00000000017,62329.999999999665,24.65999999999933,0.23619914857091145,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 15}"
238,118,120,0.4957983193277311,11739.99999999981,2733.3898305084736,-2590.0,9849.999999999995,-10199.999999999989,1.0377734877734874,55100.00000000019,61739.999999999825,23.479999999999652,0.23084824456252517,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 20}"
420,207,213,0.4928571428571429,11219.999999999854,2619.6618357487923,-2493.1924882629114,9849.999999999995,-10360.000000000015,1.0211279540532905,107750.00000000017,61219.99999999967,22.439999999999344,0.22702420284880326,"{'vwap_period': 15, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 25}"
228,113,115,0.4956140350877193,11039.999999999789,2742.123893805309,-2598.434782608697,9849.999999999995,-11770.000000000011,1.0369453182517896,64680.00000000009,61039.999999999796,22.079999999999593,0.22554906434666833,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 15}"
228,112,116,0.49122807017543857,9869.999999999804,2758.214285714285,-2578.017241379311,9849.999999999995,-11770.000000000011,1.0330045142952675,65850.00000000009,59869.99999999979,19.739999999999576,0.21509479742717122,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 15}"
104,50,54,0.4807692307692308,9109.999999999985,2829.5999999999995,-2451.2962962962956,9849.999999999995,-8659.999999999996,1.0688222406889778,44530.00000000007,59110.00000000003,18.22000000000006,0.20918964724562292,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
104,50,54,0.4807692307692308,9109.999999999985,2829.5999999999995,-2451.2962962962956,9849.999999999995,-8659.999999999996,1.0688222406889778,44530.00000000007,59110.00000000003,18.22000000000006,0.20918964724562292,"{'vwap_period': 15, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 25}"
239,119,120,0.497907949790795,8989.999999999862,2663.529411764705,-2566.4166666666665,9849.999999999995,-10199.999999999989,1.0291911549826278,59650.00000000017,58989.999999999876,17.97999999999975,0.20561637483924958,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 15}"
239,119,120,0.497907949790795,8989.999999999862,2663.529411764705,-2566.4166666666665,9849.999999999995,-10199.999999999989,1.0291911549826278,59650.00000000017,58989.999999999876,17.97999999999975,0.20561637483924958,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 15}"
238,117,121,0.49159663865546216,7009.999999999836,2719.8290598290587,-2571.9834710743803,9849.999999999995,-10199.999999999989,1.0225249831303618,61630.00000000017,57009.999999999876,14.019999999999753,0.1870280207672164,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 20}"
238,117,121,0.49159663865546216,7009.999999999836,2719.8290598290587,-2571.9834710743803,9849.999999999995,-10199.999999999989,1.0225249831303618,61630.00000000017,57009.999999999876,14.019999999999753,0.1870280207672164,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 20}"
237,116,121,0.48945147679324896,6159.999999999829,2767.155172413792,-2601.900826446281,9849.999999999995,-10199.999999999989,1.019566115046215,60680.0000000002,56159.99999999982,12.319999999999636,0.17989728450717204,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 30, 'target_ticks': 25}"
228,110,118,0.4824561403508772,5449.999999999811,2835.0909090909086,-2596.6949152542384,9849.999999999995,-11770.000000000011,1.0177866257628663,70270.00000000012,55449.99999999976,10.899999999999519,0.1748459264496137,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 25}"
228,109,119,0.4780701754385965,4279.999999999825,2852.477064220183,-2576.8067226890767,9849.999999999995,-11770.000000000011,1.0139577354552565,71440.00000000009,54279.99999999979,8.559999999999578,0.16361154187263893,"{'vwap_period': 20, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 25}"
237,115,122,0.48523206751054854,1429.9999999998581,2753.6521739130426,-2583.934426229508,9849.999999999995,-10199.999999999989,1.004536226367212,67210.00000000016,51429.99999999988,2.859999999999767,0.13174859007786302,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 25, 'target_ticks': 25}"
237,115,122,0.48523206751054854,1429.9999999998581,2753.6521739130426,-2583.934426229508,9849.999999999995,-10199.999999999989,1.004536226367212,67210.00000000016,51429.99999999988,2.859999999999767,0.13174859007786302,"{'vwap_period': 15, 'stddev_mult': 2.0, 'stop_loss_ticks': 20, 'target_ticks': 25}"
96,51,45,0.53125,-10060.000000000178,2339.0196078431345,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.9222265172013902,26640.000000000022,39939.9999999998,-20.120000000000392,-0.017935191935215606,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 20}"
96,51,45,0.53125,-10060.000000000178,2339.0196078431345,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.9222265172013902,26640.000000000022,39939.9999999998,-20.120000000000392,-0.017935191935215606,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 20}"
96,51,45,0.53125,-10060.000000000178,2339.0196078431345,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.9222265172013902,26640.000000000022,39939.9999999998,-20.120000000000392,-0.017935191935215606,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 20}"
96,51,45,0.53125,-13860.000000000162,2264.5098039215663,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.8928488596830292,29420.000000000196,36139.99999999982,-27.72000000000037,-0.06745082884407932,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 15}"
96,51,45,0.53125,-13860.000000000162,2264.5098039215663,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.8928488596830292,29420.000000000196,36139.99999999982,-27.72000000000037,-0.06745082884407932,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 15}"
96,51,45,0.53125,-13860.000000000162,2264.5098039215663,-2874.4444444444457,9849.999999999995,-11770.000000000011,0.8928488596830292,29420.000000000196,36139.99999999982,-27.72000000000037,-0.06745082884407932,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 15}"
95,49,46,0.5157894736842106,-15640.000000000156,2402.857142857141,-2899.565217391305,9849.999999999995,-11770.000000000011,0.8827410406357765,31200.000000000196,34359.99999999982,-31.280000000000364,-0.09232218788939286,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 25, 'target_ticks': 25}"
95,49,46,0.5157894736842106,-15640.000000000156,2402.857142857141,-2899.565217391305,9849.999999999995,-11770.000000000011,0.8827410406357765,31200.000000000196,34359.99999999982,-31.280000000000364,-0.09232218788939286,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
95,49,46,0.5157894736842106,-15640.000000000156,2402.857142857141,-2899.565217391305,9849.999999999995,-11770.000000000011,0.8827410406357765,31200.000000000196,34359.99999999982,-31.280000000000364,-0.09232218788939286,"{'vwap_period': 25, 'stddev_mult': 2.5, 'stop_loss_ticks': 30, 'target_ticks': 25}"
407,200,207,0.4914004914004914,-45100.000000000015,2469.0,-2603.381642512077,9939.999999999998,-10360.000000000015,0.9163110038968268,104340.00000000006,4900.00000000001,-90.19999999999997,-0.09779906068110042,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 25}"
407,200,207,0.4914004914004914,-45100.000000000015,2469.0,-2603.381642512077,9939.999999999998,-10360.000000000015,0.9163110038968268,104340.00000000006,4900.00000000001,-90.19999999999997,-0.09779906068110042,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 25}"
408,203,205,0.49754901960784315,-30929.999999999996,2430.689655172414,-2557.8536585365855,9939.999999999998,-10360.000000000015,0.9410138073079564,93859.99999999984,19070.000000000044,-61.859999999999914,-0.13301190667160562,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 15}"
408,201,207,0.49264705882352944,-32080.000000000004,2466.8656716417904,-2550.3381642512077,9939.999999999998,-10360.000000000015,0.939233217154114,95009.99999999985,17920.00000000003,-64.15999999999994,-0.14174488196176957,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 20}"
408,199,209,0.4877450980392157,-33959.999999999985,2491.7587939698487,-2535.023923444976,9939.999999999998,-10360.000000000015,0.9359027594277299,96889.99999999983,16040.00000000006,-67.91999999999987,-0.15817236157090575,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 20, 'target_ticks': 25}"
407,202,205,0.4963144963144963,-43220.000000000044,2444.4554455445545,-2619.512195121951,9939.999999999998,-10360.000000000015,0.9195158286778399,102460.00000000009,6779.999999999979,-86.44000000000004,-0.16410847195361075,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 20}"
407,202,205,0.4963144963144963,-43220.000000000044,2444.4554455445545,-2619.512195121951,9939.999999999998,-10360.000000000015,0.9195158286778399,102460.00000000009,6779.999999999979,-86.44000000000004,-0.16410847195361075,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 20}"
407,204,203,0.5012285012285013,-42070.000000000044,2408.676470588235,-2627.783251231527,9939.999999999998,-10360.000000000015,0.9211345230953809,101310.00000000007,7930.000000000001,-84.14,-0.17344607660776631,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 30, 'target_ticks': 15}"
407,204,203,0.5012285012285013,-42070.000000000044,2408.676470588235,-2627.783251231527,9939.999999999998,-10360.000000000015,0.9211345230953809,101310.00000000007,7930.000000000001,-84.14,-0.17344607660776631,"{'vwap_period': 20, 'stddev_mult': 1.5, 'stop_loss_ticks': 25, 'target_ticks': 15}"
